comment_score,created_utc,labeled_submission,Sentiment
1,08/12/2024 12:34,BTC,Positive
1,08/12/2024 10:48,BTC,Positive
8,08/12/2024 10:56,BTC,Positive
14,08/12/2024 10:51,BTC,Positive
3,08/12/2024 11:02,BTC,Negative
2,08/12/2024 11:41,BTC,Negative
-4,08/12/2024 11:10,BTC,Positive
9,08/12/2024 11:17,BTC,Positive
5,08/12/2024 08:52,XRP,Positive
3,08/12/2024 09:55,XRP,Positive
5,08/12/2024 10:35,XRP,Negative
2,08/12/2024 08:55,XRP,Negative
2,08/12/2024 08:50,XRP,Positive
1,08/12/2024 11:12,XRP,Positive
1,08/12/2024 13:15,BTC,Negative
1,08/12/2024 12:57,BTC,Negative
1,08/12/2024 13:16,BTC,Negative
1,08/12/2024 13:23,BTC,Negative
1,08/12/2024 13:04,BTC,Positive
1,08/12/2024 13:23,BTC,Negative
1,08/12/2024 13:06,BTC,Negative
1,08/12/2024 13:28,ARB,Positive
1,08/12/2024 14:22,SOL,Positive
1,08/12/2024 14:24,SOL,Positive
1,08/12/2024 14:23,SOL,Positive
1,08/12/2024 14:23,SOL,Negative
1,08/12/2024 14:24,SOL,Positive
1,08/12/2024 14:24,SOL,Positive
1,08/12/2024 14:25,SOL,Negative
1,08/12/2024 14:25,SOL,Negative
1,08/12/2024 14:26,SOL,Positive
1,08/12/2024 14:27,SOL,Positive
1,08/12/2024 14:27,SOL,Positive
1,08/12/2024 14:27,SOL,Positive
1,08/12/2024 14:28,SOL,Positive
1,08/12/2024 14:29,SOL,Positive
1,08/12/2024 14:28,SOL,Positive
1,08/12/2024 14:29,SOL,Positive
1,08/12/2024 14:29,SOL,Positive
1,08/12/2024 14:29,SOL,Positive
1,08/12/2024 14:29,SOL,Positive
1,08/12/2024 14:30,SOL,Positive
1,08/12/2024 14:31,SOL,Negative
1,08/12/2024 14:34,SOL,Positive
1,08/12/2024 14:32,SOL,Positive
1,08/12/2024 14:33,SOL,Negative
1,08/12/2024 14:33,SOL,Positive
1,08/12/2024 14:35,SOL,Negative
1,08/12/2024 14:38,SOL,Positive
1,08/12/2024 14:32,SOL,Positive
1,08/12/2024 14:36,SOL,Positive
1,08/12/2024 14:31,SOL,Negative
1,08/12/2024 14:34,SOL,Positive
1,08/12/2024 14:36,SOL,Positive
1,08/12/2024 14:41,SOL,Positive
1,08/12/2024 14:39,SOL,Negative
1,08/12/2024 14:42,SOL,Positive
1,08/12/2024 14:41,SOL,Negative
1,08/12/2024 14:41,SOL,Positive
1,08/12/2024 14:34,SOL,Negative
1,08/12/2024 14:32,SOL,Positive
1,08/12/2024 14:42,SOL,Positive
1,08/12/2024 14:31,SOL,Positive
1,08/12/2024 14:35,SOL,Positive
1,08/12/2024 14:33,SOL,Positive
1,08/12/2024 14:30,SOL,Negative
1,08/12/2024 14:30,SOL,Positive
1,08/12/2024 14:38,SOL,Positive
1,08/12/2024 14:39,SOL,Positive
1,08/12/2024 14:33,SOL,Positive
1,08/12/2024 14:42,SOL,Positive
1,08/12/2024 14:36,SOL,Positive
1,08/12/2024 14:36,SOL,Positive
1,08/12/2024 14:38,SOL,Positive
1,08/12/2024 14:36,SOL,Positive
1,08/12/2024 14:44,SOL,Positive
1,08/12/2024 14:45,SOL,Positive
1,08/12/2024 14:46,SOL,Positive
1,08/12/2024 14:49,SOL,Negative
1,08/12/2024 14:50,SOL,Negative
1,08/12/2024 14:43,SOL,Negative
1,08/12/2024 14:46,SOL,Positive
1,08/12/2024 14:47,SOL,Positive
1,08/12/2024 14:49,SOL,Positive
1,08/12/2024 14:52,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:53,SOL,Negative
1,08/12/2024 14:50,SOL,Positive
1,08/12/2024 15:00,SOL,Positive
1,08/12/2024 14:51,SOL,Negative
1,08/12/2024 14:45,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:51,SOL,Positive
1,08/12/2024 14:49,SOL,Positive
1,08/12/2024 14:54,SOL,Positive
1,08/12/2024 14:45,SOL,Positive
1,08/12/2024 14:54,SOL,Positive
1,08/12/2024 14:59,SOL,Positive
1,08/12/2024 15:00,SOL,Positive
1,08/12/2024 15:04,SOL,Negative
1,08/12/2024 15:00,SOL,Positive
1,08/12/2024 15:03,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 14:44,SOL,Negative
1,08/12/2024 14:49,SOL,Negative
1,08/12/2024 14:55,SOL,Negative
1,08/12/2024 15:05,SOL,Positive
1,08/12/2024 14:59,SOL,Negative
1,08/12/2024 15:04,SOL,Positive
1,08/12/2024 14:51,SOL,Positive
1,08/12/2024 14:57,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:43,SOL,Negative
1,08/12/2024 14:49,SOL,Positive
1,08/12/2024 14:45,SOL,Positive
1,08/12/2024 14:45,SOL,Positive
1,08/12/2024 14:51,SOL,Positive
1,08/12/2024 14:48,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 14:57,SOL,Positive
1,08/12/2024 14:58,SOL,Positive
1,08/12/2024 15:01,SOL,Positive
1,08/12/2024 14:47,SOL,Negative
1,08/12/2024 14:57,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:52,SOL,Positive
1,08/12/2024 14:51,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:45,SOL,Positive
1,08/12/2024 15:05,SOL,Positive
1,08/12/2024 14:49,SOL,Positive
1,08/12/2024 14:55,SOL,Positive
1,08/12/2024 15:05,SOL,Positive
1,08/12/2024 14:51,SOL,Positive
1,08/12/2024 14:55,SOL,Positive
1,08/12/2024 14:55,SOL,Positive
1,08/12/2024 14:55,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 14:58,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 15:05,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 15:01,SOL,Positive
1,08/12/2024 15:01,SOL,Positive
1,08/12/2024 14:53,SOL,Negative
1,08/12/2024 14:46,SOL,Positive
1,08/12/2024 14:46,SOL,Positive
1,08/12/2024 14:43,SOL,Positive
1,08/12/2024 14:44,SOL,Positive
1,08/12/2024 14:47,SOL,Positive
1,08/12/2024 14:58,SOL,Positive
1,08/12/2024 14:50,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:59,SOL,Positive
1,08/12/2024 14:50,SOL,Positive
1,08/12/2024 14:50,SOL,Positive
1,08/12/2024 14:48,SOL,Positive
1,08/12/2024 14:47,SOL,Positive
1,08/12/2024 14:57,SOL,Positive
1,08/12/2024 14:53,SOL,Positive
1,08/12/2024 14:59,SOL,Negative
1,08/12/2024 15:00,SOL,Positive
1,08/12/2024 14:58,SOL,Positive
1,08/12/2024 15:05,SOL,Positive
1,08/12/2024 15:01,SOL,Positive
1,08/12/2024 15:01,SOL,Negative
1,08/12/2024 15:02,SOL,Positive
1,08/12/2024 14:44,SOL,Negative
1,08/12/2024 14:55,SOL,Negative
1,08/12/2024 15:00,SOL,Negative
1,08/12/2024 15:02,SOL,Positive
1,08/12/2024 15:01,SOL,Positive
1,08/12/2024 15:01,SOL,Negative
1,08/12/2024 14:47,SOL,Positive
1,08/12/2024 14:50,SOL,Positive
1,08/12/2024 14:52,SOL,Positive
1,08/12/2024 15:03,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 14:59,SOL,Positive
1,08/12/2024 14:50,SOL,Positive
1,08/12/2024 14:44,SOL,Positive
1,08/12/2024 15:00,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 15:03,SOL,Positive
1,08/12/2024 15:02,SOL,Negative
1,08/12/2024 15:03,SOL,Negative
1,08/12/2024 15:04,SOL,Negative
1,08/12/2024 15:02,SOL,Positive
1,08/12/2024 15:04,SOL,Positive
1,08/12/2024 14:56,SOL,Positive
1,08/12/2024 15:03,SOL,Positive
1,08/12/2024 15:05,SOL,Positive
1,08/12/2024 15:10,SOL,Negative
1,08/12/2024 15:16,SOL,Positive
1,08/12/2024 15:18,SOL,Negative
1,08/12/2024 15:10,SOL,Negative
1,08/12/2024 15:11,SOL,Positive
1,08/12/2024 15:19,SOL,Negative
1,08/12/2024 15:22,SOL,Negative
1,08/12/2024 15:11,SOL,Positive
1,08/12/2024 15:12,SOL,Positive
1,08/12/2024 15:15,SOL,Negative
1,08/12/2024 15:11,SOL,Positive
1,08/12/2024 15:17,SOL,Positive
1,08/12/2024 15:06,SOL,Negative
1,08/12/2024 15:14,SOL,Positive
1,08/12/2024 15:21,SOL,Positive
1,08/12/2024 15:19,SOL,Negative
1,08/12/2024 15:13,SOL,Positive
1,08/12/2024 15:17,SOL,Positive
1,08/12/2024 15:16,SOL,Positive
1,08/12/2024 15:09,SOL,Positive
1,08/12/2024 15:14,SOL,Positive
1,08/12/2024 15:14,SOL,Positive
1,08/12/2024 15:20,SOL,Negative
1,08/12/2024 15:11,SOL,Positive
1,08/12/2024 15:15,SOL,Positive
1,08/12/2024 15:15,SOL,Negative
1,08/12/2024 15:12,SOL,Positive
1,08/12/2024 15:16,SOL,Negative
1,08/12/2024 15:18,SOL,Positive
1,08/12/2024 15:22,SOL,Positive
1,08/12/2024 15:18,SOL,Positive
1,08/12/2024 15:21,SOL,Negative
1,08/12/2024 15:17,SOL,Negative
1,08/12/2024 15:17,SOL,Negative
1,08/12/2024 15:12,SOL,Positive
1,08/12/2024 15:17,SOL,Positive
1,08/12/2024 15:21,SOL,Positive
1,08/12/2024 15:15,SOL,Positive
1,08/12/2024 15:16,SOL,Positive
1,08/12/2024 15:17,SOL,Positive
1,08/12/2024 15:10,SOL,Positive
1,08/12/2024 15:09,SOL,Positive
1,08/12/2024 15:10,SOL,Positive
1,08/12/2024 15:15,SOL,Positive
1,08/12/2024 15:19,SOL,Negative
1,08/12/2024 15:07,SOL,Positive
1,08/12/2024 15:18,SOL,Negative
1,08/12/2024 15:14,SOL,Negative
1,08/12/2024 15:14,SOL,Positive
1,08/12/2024 15:18,SOL,Negative
1,08/12/2024 15:07,SOL,Negative
1,08/12/2024 15:21,SOL,Negative
1,08/12/2024 15:09,SOL,Positive
1,08/12/2024 15:17,SOL,Negative
1,08/12/2024 15:08,SOL,Negative
1,08/12/2024 15:10,SOL,Negative
1,08/12/2024 15:21,SOL,Negative
1,08/12/2024 15:11,SOL,Negative
1,08/12/2024 15:21,SOL,Positive
1,08/12/2024 15:23,SOL,Negative
1,08/12/2024 15:23,SOL,Positive
1,08/12/2024 15:09,SOL,Positive
1,08/12/2024 15:20,SOL,Positive
1,08/12/2024 15:14,SOL,Positive
1,08/12/2024 15:14,SOL,Positive
1,08/12/2024 15:23,SOL,Negative
1,08/12/2024 15:11,SOL,Positive
1,08/12/2024 15:17,SOL,Positive
1,08/12/2024 15:21,SOL,Positive
1,08/12/2024 15:08,SOL,Negative
1,08/12/2024 15:16,SOL,Negative
1,08/12/2024 15:20,SOL,Negative
1,08/12/2024 15:18,SOL,Negative
1,08/12/2024 15:11,SOL,Positive
1,08/12/2024 15:21,SOL,Positive
1,08/12/2024 15:19,SOL,Negative
1,08/12/2024 15:22,SOL,Positive
1,08/12/2024 15:23,SOL,Positive
13,08/12/2024 14:21,LINK,Negative
1,08/12/2024 14:43,LINK,Positive
1,08/12/2024 14:47,LINK,Positive
1,08/12/2024 14:58,LINK,Positive
1,08/12/2024 14:47,LINK,Negative
1,08/12/2024 15:19,LINK,Negative
1,08/12/2024 15:21,LINK,Positive
1,08/12/2024 15:22,LINK,Negative
1,08/12/2024 14:43,LINK,Negative
1,08/12/2024 15:17,LINK,Negative
1,08/12/2024 15:04,LINK,Negative
1,08/12/2024 15:19,LINK,Negative
1,08/12/2024 14:58,LINK,Negative
5,08/12/2024 14:15,ARB,Positive
1,08/12/2024 14:30,ARB,Negative
3,08/12/2024 13:35,ARB,Positive
4,08/12/2024 13:32,ARB,Negative
1,08/12/2024 13:41,ARB,Negative
1,08/12/2024 13:48,ARB,Negative
1,08/12/2024 13:50,ARB,Negative
1,08/12/2024 14:47,ARB,Negative
3,08/12/2024 14:22,ARB,Positive
2,08/12/2024 14:22,ARB,Positive
1,08/12/2024 14:34,ARB,Positive
1,08/12/2024 14:34,ARB,Positive
1,08/12/2024 13:36,ARB,Positive
3,08/12/2024 13:33,ARB,Negative
1,08/12/2024 13:41,ARB,Negative
1,08/12/2024 13:48,ARB,Negative
1,08/12/2024 13:50,ARB,Negative
1,08/12/2024 14:35,ARB,Positive
1,08/12/2024 23:55,UNI,Negative
1,08/12/2024 23:03,BTC,Positive
1,08/12/2024 23:00,BTC,Negative
1,08/12/2024 23:14,BTC,Negative
6,08/12/2024 22:43,ARB,Negative
5,08/12/2024 22:40,ARB,Negative
1,08/12/2024 22:58,ARB,Positive
1,08/12/2024 23:06,ARB,Negative
1,08/12/2024 23:10,ARB,Positive
1,08/12/2024 23:13,ARB,Positive
1,08/12/2024 23:21,ARB,Negative
1,08/12/2024 23:23,ARB,Negative
1,08/12/2024 23:34,ARB,Negative
1,08/12/2024 23:36,ARB,Negative
1,08/12/2024 23:42,ARB,Negative
1,08/12/2024 23:43,ARB,Negative
1,08/12/2024 23:50,ARB,Positive
1,08/12/2024 23:52,ARB,Negative
3,08/12/2024 22:45,ARB,Negative
1,08/12/2024 23:42,ARB,Positive
1,08/12/2024 23:00,ARB,Negative
1,08/12/2024 23:07,ARB,Positive
1,08/12/2024 22:41,ARB,Positive
2,08/12/2024 22:59,ARB,Positive
1,08/12/2024 23:06,ARB,Positive
1,08/12/2024 23:12,ARB,Positive
1,08/12/2024 23:13,ARB,Positive
1,08/12/2024 23:13,ARB,Negative
1,08/12/2024 23:13,ARB,Negative
1,08/12/2024 23:22,ARB,Positive
1,08/12/2024 23:23,ARB,Positive
1,08/12/2024 23:36,ARB,Positive
1,08/12/2024 23:42,ARB,Positive
1,08/12/2024 23:52,ARB,Negative
4,08/12/2024 22:52,ARB,Positive
3,08/12/2024 23:01,ARB,Negative
2,08/12/2024 22:43,ARB,Positive
3,08/12/2024 22:44,ARB,Positive
1,08/12/2024 23:04,ARB,Positive
1,08/12/2024 23:12,ARB,Negative
1,08/12/2024 23:30,ARB,Positive
1,08/12/2024 23:02,ARB,Positive
1,08/12/2024 23:21,ARB,Positive
1,08/12/2024 22:52,ARB,Negative
1,08/12/2024 23:24,ARB,Negative
1,08/12/2024 23:06,ARB,Positive
1,08/12/2024 23:12,ARB,Negative
1,08/12/2024 22:50,BTC,Positive
1,09/12/2024 00:05,UNI,Negative
1,09/12/2024 00:05,UNI,Negative
1,09/12/2024 00:04,UNI,Negative
1,09/12/2024 00:04,UNI,Negative
1,09/12/2024 00:09,UNI,Negative
1,09/12/2024 00:06,UNI,Negative
1,09/12/2024 00:03,ARB,Negative
1,09/12/2024 00:04,ARB,Negative
1,09/12/2024 00:04,ARB,Negative
1,09/12/2024 00:09,ARB,Negative
1,09/12/2024 00:09,ARB,Positive
1,09/12/2024 00:11,ARB,Negative
1,09/12/2024 00:04,ARB,Positive
1,09/12/2024 00:04,ARB,Positive
1,09/12/2024 00:09,ARB,Positive
1,09/12/2024 00:21,UNI,Positive
1,09/12/2024 00:20,ARB,Negative
1,09/12/2024 00:29,ARB,Negative
1,09/12/2024 00:31,ARB,Negative
1,09/12/2024 00:36,ARB,Positive
1,09/12/2024 00:43,ARB,Positive
1,09/12/2024 00:46,ARB,Negative
1,09/12/2024 00:20,ARB,Positive
1,09/12/2024 00:29,ARB,Positive
1,09/12/2024 00:32,ARB,Positive
1,09/12/2024 00:46,ARB,Negative
1,09/12/2024 00:41,ARB,Negative
1,09/12/2024 00:42,ARB,Negative
1,09/12/2024 00:57,UNI,Positive
1,09/12/2024 00:58,UNI,Negative
1,09/12/2024 00:48,ARB,Negative
1,09/12/2024 00:49,ARB,Positive
1,09/12/2024 00:52,ARB,Positive
1,09/12/2024 00:52,ARB,Negative
1,09/12/2024 00:56,ARB,Negative
1,09/12/2024 00:56,ARB,Positive
1,09/12/2024 00:57,ARB,Negative
1,09/12/2024 01:02,ARB,Negative
1,09/12/2024 02:24,UNI,Negative
1,09/12/2024 08:11,BTC,Positive
1,09/12/2024 07:06,BTC,Negative
1,09/12/2024 07:13,BTC,Negative
1,09/12/2024 07:33,BTC,Negative
1,09/12/2024 08:14,BTC,Negative
1,09/12/2024 07:06,BTC,Negative
72,09/12/2024 04:00,BTC,Positive
34,09/12/2024 05:48,BTC,Negative
8,09/12/2024 06:26,BTC,Positive
19,09/12/2024 05:54,BTC,Negative
13,09/12/2024 04:34,BTC,Positive
3,09/12/2024 06:27,BTC,Positive
13,09/12/2024 04:12,BTC,Positive
2,09/12/2024 06:35,BTC,Positive
2,09/12/2024 06:51,BTC,Positive
1,09/12/2024 07:20,BTC,Positive
1,09/12/2024 08:02,BTC,Negative
2,09/12/2024 04:26,BTC,Positive
1,09/12/2024 05:39,BTC,Negative
1,09/12/2024 06:46,BTC,Positive
1,09/12/2024 07:19,BTC,Negative
1,09/12/2024 07:34,BTC,Negative
1,09/12/2024 08:12,BTC,Positive
1,09/12/2024 07:31,BTC,Negative
0,09/12/2024 06:42,BTC,Positive
-1,09/12/2024 06:00,BTC,Positive
17,09/12/2024 05:16,BTC,Positive
6,09/12/2024 06:30,BTC,Negative
5,09/12/2024 06:31,BTC,Negative
9,09/12/2024 04:59,BTC,Negative
1,09/12/2024 07:24,BTC,Positive
1,09/12/2024 08:10,BTC,Positive
1,09/12/2024 05:39,BTC,Negative
1,09/12/2024 08:07,BTC,Negative
6,09/12/2024 06:27,BTC,Positive
4,09/12/2024 06:55,BTC,Negative
5,09/12/2024 08:19,BTC,Negative
1,09/12/2024 08:52,BTC,Negative
1,09/12/2024 08:27,BTC,Negative
1,09/12/2024 09:06,BTC,Negative
1,09/12/2024 09:17,BTC,Negative
1,09/12/2024 08:25,BTC,Positive
1,09/12/2024 09:29,BTC,Negative
1,09/12/2024 08:54,BTC,Positive
2,09/12/2024 08:20,BTC,Positive
5,09/12/2024 02:57,BTC,Negative
2,09/12/2024 06:33,BTC,Negative
1,09/12/2024 07:30,BTC,Positive
2,09/12/2024 01:36,ARB,Negative
1,09/12/2024 01:09,ARB,Negative
1,09/12/2024 01:11,ARB,Positive
1,09/12/2024 01:12,ARB,Negative
1,09/12/2024 01:18,ARB,Positive
1,09/12/2024 01:20,ARB,Negative
1,09/12/2024 01:26,ARB,Negative
1,09/12/2024 01:31,ARB,Negative
1,09/12/2024 01:32,ARB,Negative
1,09/12/2024 01:44,ARB,Negative
1,09/12/2024 01:47,ARB,Negative
1,09/12/2024 01:47,ARB,Negative
1,09/12/2024 01:57,ARB,Negative
1,09/12/2024 02:06,ARB,Negative
1,09/12/2024 02:10,ARB,Negative
1,09/12/2024 02:10,ARB,Negative
1,09/12/2024 02:31,ARB,Positive
1,09/12/2024 02:32,ARB,Negative
1,09/12/2024 02:33,ARB,Negative
1,09/12/2024 02:34,ARB,Negative
1,09/12/2024 02:48,ARB,Negative
1,09/12/2024 02:52,ARB,Positive
1,09/12/2024 02:57,ARB,Negative
1,09/12/2024 03:25,ARB,Negative
1,09/12/2024 03:58,ARB,Positive
1,09/12/2024 04:09,ARB,Negative
1,09/12/2024 04:23,ARB,Negative
1,09/12/2024 04:40,ARB,Positive
1,09/12/2024 05:17,ARB,Negative
1,09/12/2024 05:19,ARB,Negative
1,09/12/2024 05:35,ARB,Negative
1,09/12/2024 05:43,ARB,Negative
1,09/12/2024 05:50,ARB,Negative
1,09/12/2024 05:58,ARB,Negative
1,09/12/2024 06:18,ARB,Positive
1,09/12/2024 07:25,ARB,Negative
1,09/12/2024 07:59,ARB,Negative
1,09/12/2024 08:02,ARB,Positive
1,09/12/2024 08:32,ARB,Negative
1,09/12/2024 09:28,ARB,Negative
0,09/12/2024 01:08,ARB,Negative
0,09/12/2024 02:07,ARB,Positive
2,09/12/2024 07:57,ARB,Negative
1,09/12/2024 01:13,ARB,Positive
1,09/12/2024 02:03,ARB,Positive
1,09/12/2024 04:25,ARB,Negative
1,09/12/2024 02:24,ARB,Positive
1,09/12/2024 04:29,ARB,Positive
1,09/12/2024 06:41,ARB,Positive
1,09/12/2024 01:10,ARB,Positive
1,09/12/2024 01:12,ARB,Positive
1,09/12/2024 01:20,ARB,Positive
1,09/12/2024 01:32,ARB,Positive
2,09/12/2024 01:47,ARB,Positive
2,09/12/2024 01:58,ARB,Positive
2,09/12/2024 02:10,ARB,Positive
1,09/12/2024 02:32,ARB,Positive
1,09/12/2024 02:33,ARB,Negative
2,09/12/2024 02:35,ARB,Positive
1,09/12/2024 02:52,ARB,Negative
1,09/12/2024 02:52,ARB,Negative
1,09/12/2024 02:57,ARB,Positive
1,09/12/2024 03:25,ARB,Positive
1,09/12/2024 04:09,ARB,Negative
2,09/12/2024 04:23,ARB,Positive
1,09/12/2024 05:18,ARB,Positive
1,09/12/2024 05:19,ARB,Positive
1,09/12/2024 05:50,ARB,Positive
1,09/12/2024 05:58,ARB,Positive
1,09/12/2024 07:59,ARB,Positive
1,09/12/2024 01:08,ARB,Positive
1,09/12/2024 02:02,ARB,Negative
1,09/12/2024 05:47,ARB,Negative
1,09/12/2024 06:16,ARB,Negative
1,09/12/2024 02:08,ARB,Negative
4,09/12/2024 02:05,ARB,Negative
1,09/12/2024 02:24,ARB,Negative
1,09/12/2024 02:25,ARB,Negative
1,09/12/2024 04:29,ARB,Negative
1,09/12/2024 04:29,ARB,Negative
1,09/12/2024 06:41,ARB,Negative
1,09/12/2024 06:41,ARB,Negative
1,09/12/2024 02:12,ARB,Positive
1,09/12/2024 02:02,ARB,Negative
1,09/12/2024 05:47,ARB,Positive
1,09/12/2024 06:16,ARB,Positive
1,09/12/2024 08:02,ARB,Positive
1,09/12/2024 02:36,ARB,Positive
2,09/12/2024 01:56,ARB,Negative
1,09/12/2024 07:17,ARB,Negative
1,09/12/2024 02:36,ARB,Positive
1,09/12/2024 07:18,ARB,Negative
1,09/12/2024 03:18,ARB,Positive
1,09/12/2024 01:57,ARB,Negative
1,09/12/2024 03:18,ARB,Positive
1,09/12/2024 03:20,ARB,Positive
1,09/12/2024 01:57,ARB,Positive
1,09/12/2024 03:19,ARB,Positive
1,09/12/2024 03:20,ARB,Negative
1,09/12/2024 03:20,ARB,Negative
1,09/12/2024 03:00,ARB,Negative
1,09/12/2024 06:19,ARB,Negative
1,09/12/2024 03:19,ARB,Negative
1,09/12/2024 03:19,ARB,Negative
1,09/12/2024 03:00,ARB,Positive
1,09/12/2024 06:19,ARB,Positive
6,09/12/2024 03:01,ALGO,Negative
7,08/12/2024 22:44,ALGO,Positive
2,08/12/2024 22:51,ALGO,Negative
2,08/12/2024 22:24,ALGO,Positive
1,09/12/2024 01:32,ALGO,Negative
0,09/12/2024 00:36,ALGO,Negative
4,08/12/2024 22:45,ALGO,Positive
0,08/12/2024 22:52,ALGO,Negative
1,09/12/2024 04:27,ALGO,Negative
1,09/12/2024 05:59,ALGO,Positive
1,09/12/2024 05:59,ALGO,Positive
0,09/12/2024 00:13,ALGO,Positive
1,09/12/2024 06:49,ALGO,Negative
1,09/12/2024 06:00,ALGO,Negative
4,08/12/2024 22:02,ETH,Positive
8,08/12/2024 21:42,ETH,Positive
3,08/12/2024 22:08,ETH,Negative
4,08/12/2024 21:50,ETH,Negative
2,08/12/2024 21:50,ETH,Positive
2,09/12/2024 00:23,ETH,Positive
1,09/12/2024 06:08,ETH,Negative
1,09/12/2024 06:34,ETH,Negative
55,08/12/2024 21:20,USDT,Negative
28,08/12/2024 21:25,USDT,Negative
9,08/12/2024 21:21,USDT,Negative
12,08/12/2024 21:12,USDT,Positive
5,08/12/2024 21:21,USDT,Negative
3,08/12/2024 21:25,USDT,Negative
3,08/12/2024 22:11,USDT,Negative
2,08/12/2024 21:17,USDT,Negative
2,08/12/2024 22:18,USDT,Negative
2,08/12/2024 22:24,USDT,Negative
2,08/12/2024 22:40,USDT,Negative
2,08/12/2024 23:26,USDT,Negative
2,09/12/2024 00:09,USDT,Positive
2,09/12/2024 03:05,USDT,Negative
2,09/12/2024 04:40,USDT,Negative
2,09/12/2024 04:47,USDT,Negative
4,08/12/2024 21:17,USDT,Positive
2,08/12/2024 21:12,USDT,Positive
1,08/12/2024 21:08,USDT,Negative
1,08/12/2024 21:23,USDT,Negative
1,08/12/2024 21:25,USDT,Negative
1,08/12/2024 21:35,USDT,Negative
1,08/12/2024 21:49,USDT,Negative
1,08/12/2024 21:51,USDT,Positive
1,08/12/2024 22:17,USDT,Negative
1,08/12/2024 22:39,USDT,Negative
1,09/12/2024 01:42,USDT,Negative
1,09/12/2024 02:02,USDT,Negative
1,09/12/2024 02:08,USDT,Negative
1,09/12/2024 02:51,USDT,Negative
1,09/12/2024 03:22,USDT,Negative
1,09/12/2024 03:37,USDT,Negative
1,09/12/2024 04:12,USDT,Negative
1,09/12/2024 04:18,USDT,Negative
1,09/12/2024 05:24,USDT,Positive
1,09/12/2024 05:44,USDT,Negative
1,09/12/2024 06:18,USDT,Positive
1,09/12/2024 06:19,USDT,Negative
1,09/12/2024 07:36,USDT,Negative
1,09/12/2024 07:51,USDT,Negative
0,08/12/2024 21:10,USDT,Positive
1,08/12/2024 21:37,USDT,Negative
1,08/12/2024 23:07,USDT,Negative
0,08/12/2024 23:54,USDT,Negative
0,09/12/2024 01:43,USDT,Negative
13,08/12/2024 21:58,USDT,Negative
2,08/12/2024 23:37,USDT,Negative
1,09/12/2024 03:05,USDT,Positive
1,09/12/2024 01:14,USDT,Negative
5,08/12/2024 23:50,USDT,Positive
3,08/12/2024 22:40,USDT,Negative
2,08/12/2024 22:26,USDT,Negative
2,08/12/2024 22:27,USDT,Positive
-1,08/12/2024 22:26,USDT,Positive
3,08/12/2024 21:45,USDT,Positive
2,08/12/2024 21:40,USDT,Negative
1,08/12/2024 22:36,USDT,Negative
2,08/12/2024 22:38,USDT,Negative
1,08/12/2024 22:41,USDT,Positive
2,08/12/2024 22:22,USDT,Negative
1,08/12/2024 22:29,USDT,Positive
1,08/12/2024 22:28,USDT,Negative
0,08/12/2024 21:25,USDT,Negative
1,08/12/2024 22:17,USDT,Negative
1,09/12/2024 08:22,USDT,Positive
1,09/12/2024 03:37,USDT,Negative
1,09/12/2024 08:20,USDT,Negative
3,08/12/2024 21:27,USDT,Positive
1,08/12/2024 21:15,USDT,Positive
1,08/12/2024 22:30,USDT,Negative
15,08/12/2024 22:10,USDT,Positive
3,08/12/2024 23:06,USDT,Negative
2,08/12/2024 23:08,USDT,Negative
2,08/12/2024 22:36,USDT,Negative
2,08/12/2024 23:08,USDT,Negative
9,08/12/2024 22:35,USDT,Negative
-1,08/12/2024 22:20,USDT,Negative
2,08/12/2024 22:40,USDT,Negative
1,08/12/2024 22:48,USDT,Positive
2,08/12/2024 22:27,USDT,Positive
1,08/12/2024 22:39,USDT,Positive
6,09/12/2024 01:19,USDT,Negative
1,08/12/2024 23:12,USDT,Negative
2,08/12/2024 22:38,USDT,Negative
-3,08/12/2024 22:37,USDT,Negative
1,09/12/2024 06:22,USDT,Positive
1,08/12/2024 22:34,USDT,Negative
2,08/12/2024 23:09,USDT,Negative
1,09/12/2024 02:07,USDT,Negative
7,08/12/2024 22:45,USDT,Negative
2,08/12/2024 22:39,USDT,Positive
2,08/12/2024 23:26,USDT,Negative
2,09/12/2024 02:11,USDT,Negative
-1,08/12/2024 22:46,USDT,Positive
1,08/12/2024 22:41,USDT,Positive
-1,09/12/2024 02:13,USDT,Negative
3,08/12/2024 21:02,IMX,Negative
2,08/12/2024 21:04,IMX,Negative
1,09/12/2024 01:33,IMX,Negative
